#,query_id,claim_id,claim_text,evidence_text,label_A,notes_A,label_B,notes_B,label_C,notes_C,consensus
56,q13,q13_c10,"The contrastive loss is computed for each batch, allowing the model to learn from both the positive and negative examples.","length nis smaller than the representation dimensionality d, which is most often the case with sentence representations used by state-of-the-art models in machine translations, such as word-piece [38] and byte-pair [ 31] representations. To improve computational performance for tasks involving very long sequences, self-attention could be restricted to considering only a neighborhood of size rin the input sequence centered around the respective output position. This would increase the maximum path length to O(n/r). We plan to investigate this approach further in future work. A single convolutional layer with kernel width k < n does not connect all pairs of input and output positions. Doing so requires a stack of O(n/k)convolutional layers in the case of contiguous kernels, orO(logk(n))in the case of dilated convolutions [ 18], increasing the length of the longest paths between any two pos … [truncated]",unsupported,Topic mismatch / not stated.,unsupported,Topic mismatch.,unsupported,Topic mismatch.,unsupported
57,q13,q13_c11,"This method not only helps in learning the associations between images and their textual descriptions but also enhances the model's ability to generalize across various tasks, such as zero-shot classification and image retrieval .","PEGASUS: Pre-training with Extracted Gap-sentences for Abstractive Summarization with next sentence prediction), and sequence-to-sequence (word-level mask) prediction. T5 (Raffel et al., 2019) generalized the text-to-text frame- work to a variety of NLP tasks and showed the advantage of scaling up model size (to 11 billion parameters) and pre-training corpus, introducing C4, a massive text corpus derived from Common Crawl, which we also use in some of our models. T5 was pre-trained with randomly corrupted text spans of varying mask ratios and sizes of spans. BART (Lewis et al., 2019) introduced a denoising autoen- coder to pre-train sequence-to-sequence models. BART corrupted text with an arbitrary noising function and learned to reconstruct the original text. For generation tasks, the noising function was text inﬁlling which used single mask tokens to mask random sampled spans of text.  … [truncated]",unsupported,Topic mismatch / not stated.,unsupported,Topic mismatch.,unsupported,Topic mismatch.,unsupported
58,q13,q13_c12,"### Supporting Detail - **Data Preparation**: The dataset for training CLIP is curated to include diverse image-text pairs, ensuring that the model is exposed to a wide range of concepts and contexts.","Input/Output Representations To make BERT handle a variety of down-stream tasks, our input representation is able to unambiguously represent both a single sentence and a pair of sentences (e.g.,hQuestion, Answeri) in one token sequence. Throughout this work, a “sentence” can be an arbi- trary span of contiguous text, rather than an actual linguistic sentence. A “sequence” refers to the in- put token sequence to BERT, which may be a sin- gle sentence or two sentences packed together. We use WordPiece embeddings (Wu et al., 2016) with a 30,000 token vocabulary. The ﬁrst token of every sequence is always a special clas- siﬁcation token ( [CLS] ). The ﬁnal hidden state corresponding to this token is used as the ag- gregate sequence representation for classiﬁcation tasks. Sentence pairs are packed together into a single sequence. We differentiate the sentences in two ways. First, we separate  … [truncated]",unsupported,Topic mismatch / not stated.,unsupported,Topic mismatch.,unsupported,Topic mismatch.,unsupported
59,q13,q13_c13,This diversity is crucial for the model's ability to generalize to unseen data .,"Model SQuAD 1.1 MNLI ELI5 XSum ConvAI2 CNN/DM F1 Acc PPL PPL PPL PPL BERT Base (Devlin et al., 2019) 88.5 84.3 - - - - Masked Language Model 90.0 83.5 24.77 7.87 12.59 7.06 Masked Seq2seq 87.0 82.1 23.40 6.80 11.43 6.19 Language Model 76.7 80.1 21.40 7.00 11.51 6.56 Permuted Language Model 89.1 83.7 24.03 7.69 12.23 6.96 Multitask Masked Language Model 89.2 82.4 23.73 7.50 12.39 6.74 BART Base w/ Token Masking 90.4 84.1 25.05 7.08 11.73 6.10 w/ Token Deletion 90.4 84.1 24.61 6.90 11.46 5.87 w/ Text Inﬁlling 90.8 84.0 24.26 6.61 11.05 5.83 w/ Document Rotation 77.2 75.3 53.69 17.14 19.87 10.59 w/ Sentence Shufﬂing 85.4 81.5 41.87 10.93 16.67 7.89 w/ Text Inﬁlling + Sentence Shufﬂing 90.8 83.8 24.17 6.62 11.12 5.41 Table 1: Comparison of pre-training objectives. All models are of comparable size and are trained for 1M steps on a combination of books and Wikipedia data. Entries in the botto … [truncated]",unsupported,Topic mismatch / not stated.,unsupported,Topic mismatch.,unsupported,Topic mismatch.,unsupported
60,q13,q13_c14,"- **Embedding Space**: The image and text encoders are designed to output embeddings that lie in the same vector space, facilitating direct comparison using cosine similarity.","length nis smaller than the representation dimensionality d, which is most often the case with sentence representations used by state-of-the-art models in machine translations, such as word-piece [38] and byte-pair [ 31] representations. To improve computational performance for tasks involving very long sequences, self-attention could be restricted to considering only a neighborhood of size rin the input sequence centered around the respective output position. This would increase the maximum path length to O(n/r). We plan to investigate this approach further in future work. A single convolutional layer with kernel width k < n does not connect all pairs of input and output positions. Doing so requires a stack of O(n/k)convolutional layers in the case of contiguous kernels, orO(logk(n))in the case of dilated convolutions [ 18], increasing the length of the longest paths between any two pos … [truncated]",unsupported,Topic mismatch / not stated.,unsupported,Topic mismatch.,unsupported,Topic mismatch.,unsupported
61,q13,q13_c15,This design choice is essential for the effectiveness of the contrastive learning approach .,"length nis smaller than the representation dimensionality d, which is most often the case with sentence representations used by state-of-the-art models in machine translations, such as word-piece [38] and byte-pair [ 31] representations. To improve computational performance for tasks involving very long sequences, self-attention could be restricted to considering only a neighborhood of size rin the input sequence centered around the respective output position. This would increase the maximum path length to O(n/r). We plan to investigate this approach further in future work. A single convolutional layer with kernel width k < n does not connect all pairs of input and output positions. Doing so requires a stack of O(n/k)convolutional layers in the case of contiguous kernels, orO(logk(n))in the case of dilated convolutions [ 18], increasing the length of the longest paths between any two pos … [truncated]",unsupported,Topic mismatch / not stated.,unsupported,Topic mismatch.,unsupported,Topic mismatch.,unsupported
62,q13,q13_c16,"- **Training Dynamics**: The model is trained using a large batch size, which allows for a more effective sampling of negative examples.","Qiu Ran, Yankai Lin, Peng Li, Jie Zhou, and Zhiyuan Liu. 2019. NumNet: Machine reading comprehension with numerical reasoning. EMNLP . Hannah Rashkin, Vitaly Nikolaev, Matthew Lamm, Michael Collins, Dipanjan Das, Slav Petrov, Gaurav Singh Tomar, Iulia Turc, and David Reitter. 2021. Measuring attribution in natural language generation models. arXiv preprint arXiv:2112.12870 . Gabriel Recchia. 2021. Teaching autoregressive language models complex tasks by demonstration. arXiv preprint arXiv:2109.02102 . Emily Reif, Daphne Ippolito, Ann Yuan, Andy Coenen, Chris Callison-Burch, and Jason Wei. 2022. A recipe for arbitrary text style transfer with large language models. ACL. Laria Reynolds and Kyle McDonell. 2021. Prompt programming for large language models: Beyond the few-shot paradigm. Extended Abstracts of the 2021 CHI Conference on Human Factors in Computing Systems . Subhro Roy and Dan R … [truncated]",unsupported,Claim overstates excerpt.,unsupported,Topic mismatch.,unsupported,Topic mismatch.,unsupported
63,q13,q13_c17,This is important because the contrastive loss relies on having a sufficient number of negative samples to learn effectively .,"length nis smaller than the representation dimensionality d, which is most often the case with sentence representations used by state-of-the-art models in machine translations, such as word-piece [38] and byte-pair [ 31] representations. To improve computational performance for tasks involving very long sequences, self-attention could be restricted to considering only a neighborhood of size rin the input sequence centered around the respective output position. This would increase the maximum path length to O(n/r). We plan to investigate this approach further in future work. A single convolutional layer with kernel width k < n does not connect all pairs of input and output positions. Doing so requires a stack of O(n/k)convolutional layers in the case of contiguous kernels, orO(logk(n))in the case of dilated convolutions [ 18], increasing the length of the longest paths between any two pos … [truncated]",unsupported,Topic mismatch / not stated.,unsupported,Topic mismatch.,unsupported,Topic mismatch.,unsupported
64,q13,q13_c18,"### Nuances or Caveats While the contrastive learning approach used in CLIP is powerful, it also has limitations.","Input/Output Representations To make BERT handle a variety of down-stream tasks, our input representation is able to unambiguously represent both a single sentence and a pair of sentences (e.g.,hQuestion, Answeri) in one token sequence. Throughout this work, a “sentence” can be an arbi- trary span of contiguous text, rather than an actual linguistic sentence. A “sequence” refers to the in- put token sequence to BERT, which may be a sin- gle sentence or two sentences packed together. We use WordPiece embeddings (Wu et al., 2016) with a 30,000 token vocabulary. The ﬁrst token of every sequence is always a special clas- siﬁcation token ( [CLS] ). The ﬁnal hidden state corresponding to this token is used as the ag- gregate sequence representation for classiﬁcation tasks. Sentence pairs are packed together into a single sequence. We differentiate the sentences in two ways. First, we separate  … [truncated]",unsupported,Topic mismatch / not stated.,unsupported,Topic mismatch.,unsupported,Topic mismatch.,unsupported
65,q13,q13_c19,The model's performance can be sensitive to the quality and diversity of the training data; biases present in the dataset can lead to biased representations in the learned embeddings.,"length nis smaller than the representation dimensionality d, which is most often the case with sentence representations used by state-of-the-art models in machine translations, such as word-piece [38] and byte-pair [ 31] representations. To improve computational performance for tasks involving very long sequences, self-attention could be restricted to considering only a neighborhood of size rin the input sequence centered around the respective output position. This would increase the maximum path length to O(n/r). We plan to investigate this approach further in future work. A single convolutional layer with kernel width k < n does not connect all pairs of input and output positions. Doing so requires a stack of O(n/k)convolutional layers in the case of contiguous kernels, orO(logk(n))in the case of dilated convolutions [ 18], increasing the length of the longest paths between any two pos … [truncated]",unsupported,Topic mismatch / not stated.,unsupported,Evidence is related but does not state this detail.,unsupported,Claim overstates or adds details.,unsupported
66,q13,q13_c20,"Additionally, the model may struggle with very fine-grained distinctions between similar images or texts if they are not well represented in the training data .","Model-based Evaluation. Prior work has used learned models to define automated evaluation scores (Zhang et al., 2020; Liu et al., 2023b). This includes model-based evaluation in summarization that considers the consistency between a summary and a source document using QA or NLI (Kryscin- ski et al., 2020; Wang et al., 2020; Fabbri et al., 2022; Deutsch et al., 2021; Laban et al., 2022). We take inspiration from this work, and evaluate fac- tual precision of LM generations by considering whether pieces of information are supported by a large text corpus. 3 FA CTSCORE : Evaluating Factual Precision of Long-form Text Generation We introduce FACTSCORE , a new evaluation of an LM that considers the factual precision of atomic facts generated by the LM. We perform human evaluations to calculate FACTSCORE s of the state- of-the-art LMs (Section 3.3) and discuss results (Section 3.4). FACTSCORE  … [truncated]",unsupported,Claim overstates excerpt.,unsupported,Topic mismatch.,unsupported,Topic mismatch.,unsupported
67,q13,q13_c21,"Furthermore, the reliance on cosine similarity means that the model may not always capture more complex relationships between images and text that are not linearly separable in the embedding space.","length nis smaller than the representation dimensionality d, which is most often the case with sentence representations used by state-of-the-art models in machine translations, such as word-piece [38] and byte-pair [ 31] representations. To improve computational performance for tasks involving very long sequences, self-attention could be restricted to considering only a neighborhood of size rin the input sequence centered around the respective output position. This would increase the maximum path length to O(n/r). We plan to investigate this approach further in future work. A single convolutional layer with kernel width k < n does not connect all pairs of input and output positions. Doing so requires a stack of O(n/k)convolutional layers in the case of contiguous kernels, orO(logk(n))in the case of dilated convolutions [ 18], increasing the length of the longest paths between any two pos … [truncated]",unsupported,Topic mismatch / not stated.,unsupported,Topic mismatch.,unsupported,Topic mismatch.,unsupported
52,q13,q13_c4,The model architecture consists of two separate encoders: one for images and another for text.,"Input/Output Representations To make BERT handle a variety of down-stream tasks, our input representation is able to unambiguously represent both a single sentence and a pair of sentences (e.g.,hQuestion, Answeri) in one token sequence. Throughout this work, a “sentence” can be an arbi- trary span of contiguous text, rather than an actual linguistic sentence. A “sequence” refers to the in- put token sequence to BERT, which may be a sin- gle sentence or two sentences packed together. We use WordPiece embeddings (Wu et al., 2016) with a 30,000 token vocabulary. The ﬁrst token of every sequence is always a special clas- siﬁcation token ( [CLS] ). The ﬁnal hidden state corresponding to this token is used as the ag- gregate sequence representation for classiﬁcation tasks. Sentence pairs are packed together into a single sequence. We differentiate the sentences in two ways. First, we separate  … [truncated]",unsupported,Topic mismatch / not stated.,unsupported,Evidence is related but does not state this detail.,unsupported,Claim overstates or adds details.,unsupported
53,q13,q13_c5,Each encoder transforms its input into a shared embedding space.,"Input/Output Representations To make BERT handle a variety of down-stream tasks, our input representation is able to unambiguously represent both a single sentence and a pair of sentences (e.g.,hQuestion, Answeri) in one token sequence. Throughout this work, a “sentence” can be an arbi- trary span of contiguous text, rather than an actual linguistic sentence. A “sequence” refers to the in- put token sequence to BERT, which may be a sin- gle sentence or two sentences packed together. We use WordPiece embeddings (Wu et al., 2016) with a 30,000 token vocabulary. The ﬁrst token of every sequence is always a special clas- siﬁcation token ( [CLS] ). The ﬁnal hidden state corresponding to this token is used as the ag- gregate sequence representation for classiﬁcation tasks. Sentence pairs are packed together into a single sequence. We differentiate the sentences in two ways. First, we separate  … [truncated]",unsupported,Topic mismatch / not stated.,unsupported,Topic mismatch.,unsupported,Topic mismatch.,unsupported
54,q13,q13_c7,"This is achieved through a **contrastive loss function**, specifically the InfoNCE loss, which encourages the model to distinguish between positive (correct) and negative (incorrect) examples .","PEGASUS: Pre-training with Extracted Gap-sentences for Abstractive Summarization with next sentence prediction), and sequence-to-sequence (word-level mask) prediction. T5 (Raffel et al., 2019) generalized the text-to-text frame- work to a variety of NLP tasks and showed the advantage of scaling up model size (to 11 billion parameters) and pre-training corpus, introducing C4, a massive text corpus derived from Common Crawl, which we also use in some of our models. T5 was pre-trained with randomly corrupted text spans of varying mask ratios and sizes of spans. BART (Lewis et al., 2019) introduced a denoising autoen- coder to pre-train sequence-to-sequence models. BART corrupted text with an arbitrary noising function and learned to reconstruct the original text. For generation tasks, the noising function was text inﬁlling which used single mask tokens to mask random sampled spans of text.  … [truncated]",unsupported,Topic mismatch / not stated.,unsupported,Topic mismatch.,unsupported,Claim overstates or adds details.,unsupported
55,q13,q13_c9,"The model processes these pairs in batches, where each batch contains a mix of correct and incorrect matches.","Model-based Evaluation. Prior work has used learned models to define automated evaluation scores (Zhang et al., 2020; Liu et al., 2023b). This includes model-based evaluation in summarization that considers the consistency between a summary and a source document using QA or NLI (Kryscin- ski et al., 2020; Wang et al., 2020; Fabbri et al., 2022; Deutsch et al., 2021; Laban et al., 2022). We take inspiration from this work, and evaluate fac- tual precision of LM generations by considering whether pieces of information are supported by a large text corpus. 3 FA CTSCORE : Evaluating Factual Precision of Long-form Text Generation We introduce FACTSCORE , a new evaluation of an LM that considers the factual precision of atomic facts generated by the LM. We perform human evaluations to calculate FACTSCORE s of the state- of-the-art LMs (Section 3.3) and discuss results (Section 3.4). FACTSCORE  … [truncated]",unsupported,Claim overstates excerpt.,unsupported,Topic mismatch.,unsupported,Topic mismatch.,unsupported
72,q15,q15_c10,2.,"[31] Long Ouyang, Jeffrey Wu, Xu Jiang, Diogo Almeida, Carroll Wainwright, Pamela Mishkin, Chong Zhang, Sandhini Agarwal, Katarina Slama, Alex Ray, et al. Training language models to follow instructions with human feedback. Advances in Neural Information Processing Systems , 35:27730–27744, 2022. [32] Kishore Papineni, Salim Roukos, Todd Ward, and Wei-Jing Zhu. Bleu: a method for automatic evaluation of machine translation. In Proceedings of the 40th annual meeting of the Association for Computational Linguistics , pages 311–318, 2002. [33] Baolin Peng, Chunyuan Li, Pengcheng He, Michel Galley, and Jianfeng Gao. Instruction tuning with gpt-4. arXiv preprint arXiv:2304.03277 , 2023. [34] Priya Raghubir and Ana Valenzuela. Center-of-inattention: Position biases in decision-making. Organizational Behavior and Human Decision Processes , 99(1):66–80, 2006. [35] Siva Reddy, Danqi Chen, and Chr … [truncated]",unsupported,Fragment/header only.,unsupported,Claim fragment only; not supported by excerpt.,unsupported,Fragment/header only.,unsupported
73,q15,q15_c11,"**Zero-Shot Learning**: CLIP's design allows it to perform **zero-shot learning**, meaning it can make predictions on tasks it has not explicitly been trained on.","Dev Set Tasks MNLI-m QNLI MRPC SST-2 SQuAD (Acc) (Acc) (Acc) (Acc) (F1) BERT BASE 84.4 88.4 86.7 92.7 88.5 No NSP 83.9 84.9 86.5 92.6 87.9 LTR & No NSP 82.1 84.3 77.5 92.1 77.8 + BiLSTM 82.1 84.1 75.7 91.6 84.9 Table 5: Ablation over the pre-training tasks using the BERT BASE architecture. “No NSP” is trained without the next sentence prediction task. “LTR & No NSP” is trained as a left-to-right LM without the next sentence prediction, like OpenAI GPT. “+ BiLSTM” adds a ran- domly initialized BiLSTM on top of the “LTR + No NSP” model during ﬁne-tuning. ablation studies can be found in Appendix C. 5.1 Effect of Pre-training Tasks We demonstrate the importance of the deep bidi- rectionality of BERT by evaluating two pre- training objectives using exactly the same pre- training data, ﬁne-tuning scheme, and hyperpa- rameters as BERT BASE : No NSP : A bidirectional model which is trained usin … [truncated]",unsupported,Topic mismatch / not stated.,unsupported,Topic mismatch.,unsupported,Topic mismatch.,unsupported
74,q15,q15_c12,This is possible because the model has learned to understand the relationships between images and text in a way that is not tied to specific labels.,"Dev Set Tasks MNLI-m QNLI MRPC SST-2 SQuAD (Acc) (Acc) (Acc) (Acc) (F1) BERT BASE 84.4 88.4 86.7 92.7 88.5 No NSP 83.9 84.9 86.5 92.6 87.9 LTR & No NSP 82.1 84.3 77.5 92.1 77.8 + BiLSTM 82.1 84.1 75.7 91.6 84.9 Table 5: Ablation over the pre-training tasks using the BERT BASE architecture. “No NSP” is trained without the next sentence prediction task. “LTR & No NSP” is trained as a left-to-right LM without the next sentence prediction, like OpenAI GPT. “+ BiLSTM” adds a ran- domly initialized BiLSTM on top of the “LTR + No NSP” model during ﬁne-tuning. ablation studies can be found in Appendix C. 5.1 Effect of Pre-training Tasks We demonstrate the importance of the deep bidi- rectionality of BERT by evaluating two pre- training objectives using exactly the same pre- training data, ﬁne-tuning scheme, and hyperpa- rameters as BERT BASE : No NSP : A bidirectional model which is trained usin … [truncated]",unsupported,Topic mismatch / not stated.,unsupported,Topic mismatch.,unsupported,Topic mismatch.,unsupported
75,q15,q15_c13,"For instance, when presented with a new task, CLIP can infer the relevant concepts based on its learned representations .","how to write the chain of thought annotations other than to simply write the step-by-step reasoning process that led to the ﬁnal answer. Thus, the annotations were written in each annotator’s own linguistic “chain of thought” writing style. •Annotators without machine learning background. The GSM8K dataset (Cobbe et al., 2021) conveniently provides a training set with reasoning chains written by crowd compute workers, which enables us to investigate whether chain of thought still works with reasoning chains from an independent source without a background in machine learning. So we randomly sampled three sets of eight exemplars with chains of thought from GSM8K. These chain of thought annotations also outperformed the baseline by a large margin for all four arithmetic datasets (Table 6), indicating that chain of thought is not dependent on a particular set of annotators. •Different exempl … [truncated]",unsupported,Topic mismatch / not stated.,unsupported,Topic mismatch.,unsupported,Topic mismatch.,unsupported
