query_id,query,doc_id,document_title,relevance_label
q6,What pre-trained model serves as the backbone for DPR's question and passage encoders?,2,01_DPR.pdf,relevant
q6,What pre-trained model serves as the backbone for DPR's question and passage encoders?,1,WPA3_SAE_Presentation.pdf,not_relevant
q7,How does ColBERT's late interaction mechanism score query-passage relevance differently from DPR's single-vector dot product?,16,15_LLMasJudge.pdf,not_relevant
q7,How does ColBERT's late interaction mechanism score query-passage relevance differently from DPR's single-vector dot product?,15,14_InstructGPT.pdf,not_relevant
q7,How does ColBERT's late interaction mechanism score query-passage relevance differently from DPR's single-vector dot product?,14,13_ChainOfThought.pdf,not_relevant
q7,How does ColBERT's late interaction mechanism score query-passage relevance differently from DPR's single-vector dot product?,13,12_Attention.pdf,not_relevant
q7,How does ColBERT's late interaction mechanism score query-passage relevance differently from DPR's single-vector dot product?,12,11_BERT.pdf,not_relevant
q7,How does ColBERT's late interaction mechanism score query-passage relevance differently from DPR's single-vector dot product?,11,10_FActScore.pdf,not_relevant
q7,How does ColBERT's late interaction mechanism score query-passage relevance differently from DPR's single-vector dot product?,10,09_BART.pdf,not_relevant
q7,How does ColBERT's late interaction mechanism score query-passage relevance differently from DPR's single-vector dot product?,9,08_PEGASUS.pdf,not_relevant
q7,How does ColBERT's late interaction mechanism score query-passage relevance differently from DPR's single-vector dot product?,8,07_DrQA.pdf,not_relevant
q7,How does ColBERT's late interaction mechanism score query-passage relevance differently from DPR's single-vector dot product?,7,06_NaturalQuestions.pdf,not_relevant
q7,How does ColBERT's late interaction mechanism score query-passage relevance differently from DPR's single-vector dot product?,6,05_SQuAD.pdf,not_relevant
q7,How does ColBERT's late interaction mechanism score query-passage relevance differently from DPR's single-vector dot product?,5,04_BEIR.pdf,not_relevant
q7,How does ColBERT's late interaction mechanism score query-passage relevance differently from DPR's single-vector dot product?,4,03_RAG.pdf,not_relevant
q7,How does ColBERT's late interaction mechanism score query-passage relevance differently from DPR's single-vector dot product?,3,02_ColBERT.pdf,partially_relevant
q7,How does ColBERT's late interaction mechanism score query-passage relevance differently from DPR's single-vector dot product?,2,01_DPR.pdf,relevant
q7,How does ColBERT's late interaction mechanism score query-passage relevance differently from DPR's single-vector dot product?,1,WPA3_SAE_Presentation.pdf,not_relevant
q8,What is the MaxSim operator in ColBERT and how is it used to compute the final query-passage relevance score?,16,15_LLMasJudge.pdf,not_relevant
q8,What is the MaxSim operator in ColBERT and how is it used to compute the final query-passage relevance score?,15,14_InstructGPT.pdf,not_relevant
q8,What is the MaxSim operator in ColBERT and how is it used to compute the final query-passage relevance score?,14,13_ChainOfThought.pdf,not_relevant
q8,What is the MaxSim operator in ColBERT and how is it used to compute the final query-passage relevance score?,13,12_Attention.pdf,not_relevant
q8,What is the MaxSim operator in ColBERT and how is it used to compute the final query-passage relevance score?,12,11_BERT.pdf,not_relevant
q8,What is the MaxSim operator in ColBERT and how is it used to compute the final query-passage relevance score?,11,10_FActScore.pdf,not_relevant
q8,What is the MaxSim operator in ColBERT and how is it used to compute the final query-passage relevance score?,10,09_BART.pdf,not_relevant
q8,What is the MaxSim operator in ColBERT and how is it used to compute the final query-passage relevance score?,9,08_PEGASUS.pdf,not_relevant
q8,What is the MaxSim operator in ColBERT and how is it used to compute the final query-passage relevance score?,8,07_DrQA.pdf,not_relevant
q8,What is the MaxSim operator in ColBERT and how is it used to compute the final query-passage relevance score?,7,06_NaturalQuestions.pdf,not_relevant
q8,What is the MaxSim operator in ColBERT and how is it used to compute the final query-passage relevance score?,6,05_SQuAD.pdf,not_relevant
q8,What is the MaxSim operator in ColBERT and how is it used to compute the final query-passage relevance score?,5,04_BEIR.pdf,not_relevant
q8,What is the MaxSim operator in ColBERT and how is it used to compute the final query-passage relevance score?,4,03_RAG.pdf,not_relevant
q8,What is the MaxSim operator in ColBERT and how is it used to compute the final query-passage relevance score?,3,02_ColBERT.pdf,relevant
q8,What is the MaxSim operator in ColBERT and how is it used to compute the final query-passage relevance score?,2,01_DPR.pdf,not_relevant
q8,What is the MaxSim operator in ColBERT and how is it used to compute the final query-passage relevance score?,1,WPA3_SAE_Presentation.pdf,not_relevant
q9,What MRR@10 score does ColBERT achieve on the MS MARCO passage ranking development set?,16,15_LLMasJudge.pdf,not_relevant
q9,What MRR@10 score does ColBERT achieve on the MS MARCO passage ranking development set?,15,14_InstructGPT.pdf,not_relevant
q9,What MRR@10 score does ColBERT achieve on the MS MARCO passage ranking development set?,14,13_ChainOfThought.pdf,not_relevant
q9,What MRR@10 score does ColBERT achieve on the MS MARCO passage ranking development set?,13,12_Attention.pdf,not_relevant
q9,What MRR@10 score does ColBERT achieve on the MS MARCO passage ranking development set?,12,11_BERT.pdf,not_relevant
q9,What MRR@10 score does ColBERT achieve on the MS MARCO passage ranking development set?,11,10_FActScore.pdf,not_relevant
q9,What MRR@10 score does ColBERT achieve on the MS MARCO passage ranking development set?,10,09_BART.pdf,not_relevant
q9,What MRR@10 score does ColBERT achieve on the MS MARCO passage ranking development set?,9,08_PEGASUS.pdf,not_relevant
q9,What MRR@10 score does ColBERT achieve on the MS MARCO passage ranking development set?,8,07_DrQA.pdf,not_relevant
q9,What MRR@10 score does ColBERT achieve on the MS MARCO passage ranking development set?,7,06_NaturalQuestions.pdf,not_relevant
q9,What MRR@10 score does ColBERT achieve on the MS MARCO passage ranking development set?,6,05_SQuAD.pdf,not_relevant
q9,What MRR@10 score does ColBERT achieve on the MS MARCO passage ranking development set?,5,04_BEIR.pdf,not_relevant
q9,What MRR@10 score does ColBERT achieve on the MS MARCO passage ranking development set?,4,03_RAG.pdf,not_relevant
q9,What MRR@10 score does ColBERT achieve on the MS MARCO passage ranking development set?,3,02_ColBERT.pdf,relevant
q9,What MRR@10 score does ColBERT achieve on the MS MARCO passage ranking development set?,2,01_DPR.pdf,not_relevant
q9,What MRR@10 score does ColBERT achieve on the MS MARCO passage ranking development set?,1,WPA3_SAE_Presentation.pdf,not_relevant
q10,How does ColBERT compress its token-level representations for scalable offline indexing?,16,15_LLMasJudge.pdf,not_relevant
q10,How does ColBERT compress its token-level representations for scalable offline indexing?,15,14_InstructGPT.pdf,not_relevant
q10,How does ColBERT compress its token-level representations for scalable offline indexing?,14,13_ChainOfThought.pdf,not_relevant
q10,How does ColBERT compress its token-level representations for scalable offline indexing?,13,12_Attention.pdf,not_relevant
q10,How does ColBERT compress its token-level representations for scalable offline indexing?,12,11_BERT.pdf,not_relevant
q10,How does ColBERT compress its token-level representations for scalable offline indexing?,11,10_FActScore.pdf,not_relevant
q10,How does ColBERT compress its token-level representations for scalable offline indexing?,10,09_BART.pdf,not_relevant
q10,How does ColBERT compress its token-level representations for scalable offline indexing?,9,08_PEGASUS.pdf,not_relevant
q10,How does ColBERT compress its token-level representations for scalable offline indexing?,8,07_DrQA.pdf,not_relevant
q10,How does ColBERT compress its token-level representations for scalable offline indexing?,7,06_NaturalQuestions.pdf,not_relevant
q10,How does ColBERT compress its token-level representations for scalable offline indexing?,6,05_SQuAD.pdf,not_relevant
q10,How does ColBERT compress its token-level representations for scalable offline indexing?,5,04_BEIR.pdf,not_relevant
q10,How does ColBERT compress its token-level representations for scalable offline indexing?,4,03_RAG.pdf,not_relevant
q10,How does ColBERT compress its token-level representations for scalable offline indexing?,3,02_ColBERT.pdf,relevant
q10,How does ColBERT compress its token-level representations for scalable offline indexing?,2,01_DPR.pdf,not_relevant
q10,How does ColBERT compress its token-level representations for scalable offline indexing?,1,WPA3_SAE_Presentation.pdf,not_relevant
q11,What query augmentation technique does ColBERT apply before encoding queries and why?,16,15_LLMasJudge.pdf,not_relevant
q11,What query augmentation technique does ColBERT apply before encoding queries and why?,15,14_InstructGPT.pdf,not_relevant
q11,What query augmentation technique does ColBERT apply before encoding queries and why?,14,13_ChainOfThought.pdf,not_relevant
q11,What query augmentation technique does ColBERT apply before encoding queries and why?,13,12_Attention.pdf,not_relevant
q11,What query augmentation technique does ColBERT apply before encoding queries and why?,12,11_BERT.pdf,not_relevant
q11,What query augmentation technique does ColBERT apply before encoding queries and why?,11,10_FActScore.pdf,not_relevant
q11,What query augmentation technique does ColBERT apply before encoding queries and why?,10,09_BART.pdf,not_relevant
q11,What query augmentation technique does ColBERT apply before encoding queries and why?,9,08_PEGASUS.pdf,not_relevant
q11,What query augmentation technique does ColBERT apply before encoding queries and why?,8,07_DrQA.pdf,not_relevant
q11,What query augmentation technique does ColBERT apply before encoding queries and why?,7,06_NaturalQuestions.pdf,not_relevant
q11,What query augmentation technique does ColBERT apply before encoding queries and why?,6,05_SQuAD.pdf,not_relevant
q11,What query augmentation technique does ColBERT apply before encoding queries and why?,5,04_BEIR.pdf,not_relevant
q11,What query augmentation technique does ColBERT apply before encoding queries and why?,4,03_RAG.pdf,not_relevant
q11,What query augmentation technique does ColBERT apply before encoding queries and why?,3,02_ColBERT.pdf,relevant
q11,What query augmentation technique does ColBERT apply before encoding queries and why?,2,01_DPR.pdf,not_relevant
q11,What query augmentation technique does ColBERT apply before encoding queries and why?,1,WPA3_SAE_Presentation.pdf,not_relevant
q12,What are the two RAG variants—RAG-Sequence and RAG-Token—and how do they differ in marginalizing over retrieved passages during generation?,16,15_LLMasJudge.pdf,not_relevant
q12,What are the two RAG variants—RAG-Sequence and RAG-Token—and how do they differ in marginalizing over retrieved passages during generation?,15,14_InstructGPT.pdf,not_relevant
q12,What are the two RAG variants—RAG-Sequence and RAG-Token—and how do they differ in marginalizing over retrieved passages during generation?,14,13_ChainOfThought.pdf,not_relevant
q12,What are the two RAG variants—RAG-Sequence and RAG-Token—and how do they differ in marginalizing over retrieved passages during generation?,13,12_Attention.pdf,not_relevant
q12,What are the two RAG variants—RAG-Sequence and RAG-Token—and how do they differ in marginalizing over retrieved passages during generation?,12,11_BERT.pdf,not_relevant
q12,What are the two RAG variants—RAG-Sequence and RAG-Token—and how do they differ in marginalizing over retrieved passages during generation?,11,10_FActScore.pdf,not_relevant
q12,What are the two RAG variants—RAG-Sequence and RAG-Token—and how do they differ in marginalizing over retrieved passages during generation?,10,09_BART.pdf,not_relevant
q12,What are the two RAG variants—RAG-Sequence and RAG-Token—and how do they differ in marginalizing over retrieved passages during generation?,9,08_PEGASUS.pdf,not_relevant
q12,What are the two RAG variants—RAG-Sequence and RAG-Token—and how do they differ in marginalizing over retrieved passages during generation?,8,07_DrQA.pdf,not_relevant
q12,What are the two RAG variants—RAG-Sequence and RAG-Token—and how do they differ in marginalizing over retrieved passages during generation?,7,06_NaturalQuestions.pdf,not_relevant
q12,What are the two RAG variants—RAG-Sequence and RAG-Token—and how do they differ in marginalizing over retrieved passages during generation?,6,05_SQuAD.pdf,not_relevant
q12,What are the two RAG variants—RAG-Sequence and RAG-Token—and how do they differ in marginalizing over retrieved passages during generation?,5,04_BEIR.pdf,not_relevant
q12,What are the two RAG variants—RAG-Sequence and RAG-Token—and how do they differ in marginalizing over retrieved passages during generation?,4,03_RAG.pdf,relevant
q12,What are the two RAG variants—RAG-Sequence and RAG-Token—and how do they differ in marginalizing over retrieved passages during generation?,3,02_ColBERT.pdf,not_relevant
q12,What are the two RAG variants—RAG-Sequence and RAG-Token—and how do they differ in marginalizing over retrieved passages during generation?,2,01_DPR.pdf,not_relevant
q12,What are the two RAG variants—RAG-Sequence and RAG-Token—and how do they differ in marginalizing over retrieved passages during generation?,1,WPA3_SAE_Presentation.pdf,not_relevant
q13,How does the RAG model jointly fine-tune the generator while keeping the retriever frozen?,16,15_LLMasJudge.pdf,not_relevant
q13,How does the RAG model jointly fine-tune the generator while keeping the retriever frozen?,15,14_InstructGPT.pdf,not_relevant
q13,How does the RAG model jointly fine-tune the generator while keeping the retriever frozen?,14,13_ChainOfThought.pdf,not_relevant
q13,How does the RAG model jointly fine-tune the generator while keeping the retriever frozen?,13,12_Attention.pdf,not_relevant
q13,How does the RAG model jointly fine-tune the generator while keeping the retriever frozen?,12,11_BERT.pdf,not_relevant
q13,How does the RAG model jointly fine-tune the generator while keeping the retriever frozen?,11,10_FActScore.pdf,not_relevant
q13,How does the RAG model jointly fine-tune the generator while keeping the retriever frozen?,10,09_BART.pdf,not_relevant
q13,How does the RAG model jointly fine-tune the generator while keeping the retriever frozen?,9,08_PEGASUS.pdf,not_relevant
q13,How does the RAG model jointly fine-tune the generator while keeping the retriever frozen?,8,07_DrQA.pdf,not_relevant
q13,How does the RAG model jointly fine-tune the generator while keeping the retriever frozen?,7,06_NaturalQuestions.pdf,not_relevant
q13,How does the RAG model jointly fine-tune the generator while keeping the retriever frozen?,6,05_SQuAD.pdf,not_relevant
q13,How does the RAG model jointly fine-tune the generator while keeping the retriever frozen?,5,04_BEIR.pdf,not_relevant
q13,How does the RAG model jointly fine-tune the generator while keeping the retriever frozen?,4,03_RAG.pdf,relevant
q13,How does the RAG model jointly fine-tune the generator while keeping the retriever frozen?,3,02_ColBERT.pdf,not_relevant
q13,How does the RAG model jointly fine-tune the generator while keeping the retriever frozen?,2,01_DPR.pdf,not_relevant
q13,How does the RAG model jointly fine-tune the generator while keeping the retriever frozen?,1,WPA3_SAE_Presentation.pdf,not_relevant
q14,What retriever backbone and passage index does RAG use for document retrieval?,16,15_LLMasJudge.pdf,not_relevant
q14,What retriever backbone and passage index does RAG use for document retrieval?,15,14_InstructGPT.pdf,not_relevant
q14,What retriever backbone and passage index does RAG use for document retrieval?,14,13_ChainOfThought.pdf,not_relevant
q14,What retriever backbone and passage index does RAG use for document retrieval?,13,12_Attention.pdf,not_relevant
q14,What retriever backbone and passage index does RAG use for document retrieval?,12,11_BERT.pdf,not_relevant
q14,What retriever backbone and passage index does RAG use for document retrieval?,11,10_FActScore.pdf,not_relevant
q14,What retriever backbone and passage index does RAG use for document retrieval?,10,09_BART.pdf,not_relevant
q14,What retriever backbone and passage index does RAG use for document retrieval?,9,08_PEGASUS.pdf,not_relevant
q14,What retriever backbone and passage index does RAG use for document retrieval?,8,07_DrQA.pdf,not_relevant
q14,What retriever backbone and passage index does RAG use for document retrieval?,7,06_NaturalQuestions.pdf,not_relevant
q14,What retriever backbone and passage index does RAG use for document retrieval?,6,05_SQuAD.pdf,not_relevant
q14,What retriever backbone and passage index does RAG use for document retrieval?,5,04_BEIR.pdf,not_relevant
q14,What retriever backbone and passage index does RAG use for document retrieval?,4,03_RAG.pdf,relevant
q14,What retriever backbone and passage index does RAG use for document retrieval?,3,02_ColBERT.pdf,not_relevant
q14,What retriever backbone and passage index does RAG use for document retrieval?,2,01_DPR.pdf,not_relevant
q14,What retriever backbone and passage index does RAG use for document retrieval?,1,WPA3_SAE_Presentation.pdf,not_relevant
q15,On which knowledge-intensive NLP tasks does RAG outperform closed-book GPT-2 and fine-tuned T5 baselines?,16,15_LLMasJudge.pdf,not_relevant
q15,On which knowledge-intensive NLP tasks does RAG outperform closed-book GPT-2 and fine-tuned T5 baselines?,15,14_InstructGPT.pdf,not_relevant
q15,On which knowledge-intensive NLP tasks does RAG outperform closed-book GPT-2 and fine-tuned T5 baselines?,14,13_ChainOfThought.pdf,not_relevant
q15,On which knowledge-intensive NLP tasks does RAG outperform closed-book GPT-2 and fine-tuned T5 baselines?,13,12_Attention.pdf,not_relevant
q15,On which knowledge-intensive NLP tasks does RAG outperform closed-book GPT-2 and fine-tuned T5 baselines?,12,11_BERT.pdf,not_relevant
q15,On which knowledge-intensive NLP tasks does RAG outperform closed-book GPT-2 and fine-tuned T5 baselines?,11,10_FActScore.pdf,not_relevant
q15,On which knowledge-intensive NLP tasks does RAG outperform closed-book GPT-2 and fine-tuned T5 baselines?,10,09_BART.pdf,not_relevant
q15,On which knowledge-intensive NLP tasks does RAG outperform closed-book GPT-2 and fine-tuned T5 baselines?,9,08_PEGASUS.pdf,not_relevant
q15,On which knowledge-intensive NLP tasks does RAG outperform closed-book GPT-2 and fine-tuned T5 baselines?,8,07_DrQA.pdf,not_relevant
q15,On which knowledge-intensive NLP tasks does RAG outperform closed-book GPT-2 and fine-tuned T5 baselines?,7,06_NaturalQuestions.pdf,not_relevant
q15,On which knowledge-intensive NLP tasks does RAG outperform closed-book GPT-2 and fine-tuned T5 baselines?,6,05_SQuAD.pdf,not_relevant
q15,On which knowledge-intensive NLP tasks does RAG outperform closed-book GPT-2 and fine-tuned T5 baselines?,5,04_BEIR.pdf,not_relevant
q15,On which knowledge-intensive NLP tasks does RAG outperform closed-book GPT-2 and fine-tuned T5 baselines?,4,03_RAG.pdf,relevant
q15,On which knowledge-intensive NLP tasks does RAG outperform closed-book GPT-2 and fine-tuned T5 baselines?,3,02_ColBERT.pdf,not_relevant
q15,On which knowledge-intensive NLP tasks does RAG outperform closed-book GPT-2 and fine-tuned T5 baselines?,2,01_DPR.pdf,not_relevant
q15,On which knowledge-intensive NLP tasks does RAG outperform closed-book GPT-2 and fine-tuned T5 baselines?,1,WPA3_SAE_Presentation.pdf,not_relevant
q16,What is the main contribution of 'Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks' to open-domain question answering?,16,15_LLMasJudge.pdf,not_relevant
q16,What is the main contribution of 'Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks' to open-domain question answering?,15,14_InstructGPT.pdf,not_relevant
q16,What is the main contribution of 'Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks' to open-domain question answering?,14,13_ChainOfThought.pdf,not_relevant
q16,What is the main contribution of 'Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks' to open-domain question answering?,13,12_Attention.pdf,not_relevant
q16,What is the main contribution of 'Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks' to open-domain question answering?,12,11_BERT.pdf,not_relevant
q16,What is the main contribution of 'Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks' to open-domain question answering?,11,10_FActScore.pdf,not_relevant
q16,What is the main contribution of 'Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks' to open-domain question answering?,10,09_BART.pdf,not_relevant
